ano,faixa_idade,genero,estado,nivel_ensino,cargo_atual,faixa_salarial,tempo_experiencia_dados,linguagem_mais_usada,cor_raca_etnia
2023,40-44,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2023,40-44,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,SQL,Parda
2023,25-29,Masculino,,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,SQL,Branca
2023,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Mestrado,,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,Parda
2023,30-34,Masculino,,Mestrado,Estatístico,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,SQL,Branca
2023,22-24,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Estudante de Graduação,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Python,Parda
2023,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,SQL,Amarela
2023,35-39,Masculino,,Pós-graduação,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Branca
2023,22-24,Masculino,,Mestrado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Python,Branca
2023,35-39,Masculino,,Pós-graduação,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,SQL,Branca
2023,30-34,Masculino,,Mestrado,,,,,Branca
2023,25-29,Masculino,,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Python,Branca
2023,25-29,Masculino,,Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Branca
2023,25-29,Masculino,,Graduação/Bacharelado,,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,,Branca
2023,40-44,Masculino,,Pós-graduação,,Acima de R$ 40.001/mês,de 7 a 10 anos,,Branca
2023,45-49,Masculino,,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,SQL,Branca
2023,30-34,Masculino,,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2023,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Prefiro não informar,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,SQL,Parda
2023,25-29,Masculino,,Graduação/Bacharelado,,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,Branca
2023,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Parda
2023,40-44,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,,Parda
2023,35-39,Masculino,,Mestrado,,,,,Branca
2023,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Analista de Suporte/Analista Técnico,de R$ 2.001/mês a R$ 3.000/mês,de 3 a 4 anos,SQL,Branca
2023,35-39,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Professor/Pesquisador,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,R,Branca
2023,30-34,Masculino,,Pós-graduação,Analista de Inteligência de Mercado/Market Intelligence,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Não utilizo nenhuma das linguagens listadas,Branca
2023,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Parda
2023,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Parda
2023,35-39,Masculino,,Doutorado ou Phd,,,,,Branca
2023,30-34,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Não acredito que minha experiência profissional seja afetada devido a esses fatores",Pós-graduação,Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Parda
2023,22-24,Masculino,,Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,SQL,Branca
2023,17-21,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Cientista de Dados/Data Scientist,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,SQL,Amarela
2023,30-34,Masculino,,Doutorado ou Phd,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,Python,Branca
2023,30-34,Masculino,,Pós-graduação,Outras Engenharias (não inclui dev),de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2023,25-29,Masculino,,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Python,Branca
2023,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,SQL,Parda
2023,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,SQL,Parda
2023,25-29,Masculino,,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Visual Basic/VBA,Branca
2023,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,Parda
2023,40-44,Masculino,,Pós-graduação,Outras Engenharias (não inclui dev),de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2023,25-29,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,SQL,Branca
2023,25-29,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Python,Amarela
2023,45-49,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,,Branca
2023,30-34,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Analista de Suporte/Analista Técnico,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,SQL,Branca
2023,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Parda
2023,45-49,Masculino,,Pós-graduação,,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,,Branca
2023,30-34,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Python,Branca
2023,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,,Branca
2023,22-24,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Parda
2023,35-39,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Parda
2023,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,SQL,Branca
2023,30-34,Masculino,,Doutorado ou Phd,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Branca
2023,30-34,Masculino,,Mestrado,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Python,Branca
2023,25-29,Masculino,,Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2023,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Parda
2023,22-24,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Python,Branca
2023,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Preta
2023,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Python,Parda
2023,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Parda
2023,30-34,Masculino,,Doutorado ou Phd,,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,Branca
2023,45-49,Masculino,,Pós-graduação,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,SQL,Branca
2023,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,,Parda
2023,25-29,Masculino,,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Branca
2023,35-39,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Outra Opção,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,SQL,Branca
2023,25-29,Masculino,,Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Python,Branca
2023,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Doutorado ou Phd,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2023,22-24,Prefiro não informar,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,SQL,Amarela
2023,30-34,Masculino,,Pós-graduação,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,Branca
2023,22-24,Masculino,,Estudante de Graduação,Analista de Negócios/Business Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 3 a 4 anos,SQL,Branca
2023,45-49,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,Parda
2023,25-29,Masculino,,Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,SQL,Branca
2023,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,,,,,Branca
2023,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,SQL,Branca
2023,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Não tenho graduação formal,,,,,Parda
2023,30-34,Masculino,,Graduação/Bacharelado,,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 6 anos,,Branca
2023,35-39,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Estudante de Graduação,,,,,Branca
2023,22-24,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,,,,,Parda
2023,35-39,Masculino,,Pós-graduação,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,Branca
2023,30-34,Masculino,,Graduação/Bacharelado,,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,,Branca
2023,35-39,Masculino,,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,SQL,Branca
2023,35-39,Masculino,,Mestrado,,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,Branca
2023,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Doutorado ou Phd,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Python,Amarela
2023,22-24,Masculino,,Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Branca
2023,25-29,Masculino,,Estudante de Graduação,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Python,Branca
2023,25-29,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,SQL,Preta
2023,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Outras Engenharias (não inclui dev),de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Não utilizo nenhuma das linguagens listadas,Branca
2023,40-44,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,,,,,Preta
2023,35-39,Masculino,,Pós-graduação,,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,,Branca
2023,35-39,Masculino,,Pós-graduação,Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,SQL,Branca
2023,22-24,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Parda
2023,25-29,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2023,25-29,Masculino,,Pós-graduação,Analista de Negócios/Business Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,SQL,Branca
2023,22-24,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Analista de Negócios/Business Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Python,Amarela
2023,50-54,Masculino,,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 6 anos,Python,Branca
2023,25-29,Masculino,,Não tenho graduação formal,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2023,17-21,Masculino,,Estudante de Graduação,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2023,25-29,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Python,Branca
2023,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Não tenho graduação formal,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,SQL,Branca
2023,50-54,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Mestrado,,,,,Parda
2023,30-34,Masculino,,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,SQL,Branca
2023,25-29,Masculino,,Pós-graduação,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,R,Branca
2023,17-21,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Estudante de Graduação,Analista de Suporte/Analista Técnico,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não utilizo nenhuma das linguagens listadas,Branca
